Date,InflacionNacional,Salarios,Precios.EUA,Tipo.de.cambio,Industria.EUA,Actividades.Primarioas,Actividades.Secundarias,Actividades.Terciarias,Mineria,Manufactura,Construccion,Energia,Desempleo,Billetes.y.monedas,Ingreso.Mexico,TIIE28,TIIE91
01/10/2006,62.00651878,88.4696,201.8,10.9201,98.04839,82.29201242,101.065449,86.90689806,111.5140982,99.62678976,97.30582721,85.51722395,3.81798355,368270537,91.59748671,7.31,7.65
01/11/2006,62.3318573,88.0078,201.5,10.8948,97.94128,111.7595289,98.32294664,86.1946295,107.7755311,97.48489827,94.27041788,82.59410179,3.50289521,395512706,91.1451931,7.3,7.62
01/12/2006,62.69242357,87.5017,201.8,10.865,98.97128,127.5878639,95.66890306,86.39038621,106.1342037,90.96169847,98.99824312,79.38790111,3.31665699,449821289,90.8613771,7.34,7.6
01/01/2007,63.01620793,90.4367,202.416,10.9344,98.45782,103.2022318,97.32462088,83.39236218,113.1572512,94.04284742,92.51044806,81.0201453,4.04674987,409947749,88.77730998,7.41,7.67
01/02/2007,63.19234663,90.1846,203.499,10.988,99.46918,91.06584464,93.92754018,81.05489051,103.3492489,91.46879994,93.36612972,78.13894121,4.05167076,399603547,85.76830906,7.46,7.67
01/03/2007,63.32911314,89.9899,205.352,11.125,99.67035,80.47180475,102.3145794,86.03808271,115.2733205,100.3481415,97.91949814,83.62663896,3.72676021,409813851,91.42207814,7.46,7.68
01/04/2007,63.29129513,90.0436,206.686,10.9924,100.389,83.44338207,96.64861816,85.62346252,110.4119509,93.13385462,94.14431727,81.12678456,3.51300819,400645809,89.32064507,7.47,7.61
01/05/2007,62.98253436,90.4851,207.949,10.8301,100.4275,100.2916636,100.6420521,90.57758192,112.3524,100.2688091,92.92811806,87.49680098,3.15085674,407228336,94.32238149,7.7,7.83
01/06/2007,63.05817039,90.3765,208.352,10.8338,100.4515,111.5496075,99.939546,89.1362083,111.6203629,99.74842424,91.45737941,88.82199273,3.28199333,408726848,93.53460893,7.7,7.82
01/07/2007,63.32600481,89.9943,208.299,10.7963,100.4081,94.31038633,99.20348531,87.01835286,112.8765054,94.91778353,96.92589163,91.12466136,3.79006856,408166585,91.41102434,7.7,7.78
01/08/2007,63.58399619,89.6291,207.917,11.0363,100.6166,75.8382381,100.1828994,88.70199175,102.8025792,100.5467682,98.63328883,91.64485167,3.8310352,410822206,92.21732148,7.71,7.79
01/09/2007,64.07770259,88.9386,208.49,11.045,101.0116,66.04179033,99.36948977,85.26431233,107.6055835,95.35573762,101.7852126,90.83601526,3.76169547,412441187,89.47516627,7.7,7.77
01/10/2007,64.32740509,88.5933,208.936,10.8418,100.5954,87.97235518,103.2958338,91.28000636,108.366196,101.5171321,104.8659701,90.32074572,3.77112469,417007796,95.27996665,7.73,7.78
01/11/2007,64.78122126,87.9727,210.177,10.8658,101.1593,129.3898193,98.23053059,89.60645242,102.2819412,95.73706653,102.0648893,86.38681554,3.35402533,431863490,93.80921868,7.93,8.01
01/12/2007,65.04905568,87.6105,210.036,10.8494,101.2067,110.0116088,96.95519689,89.12114068,107.0220856,88.35714318,108.4461504,83.15326807,3.10613687,494743458,92.45715668,7.93,8
01/01/2008,65.35056368,90.7031,211.08,10.9171,100.9377,104.5406612,98.4140065,86.20442768,108.7261051,94.84366443,99.22166398,83.36254607,4.11706185,459689002,90.95437211,7.93,7.99
01/02/2008,65.5448343,90.4342,211.693,10.7794,100.5926,88.11234125,96.94031393,84.7006185,101.9501628,94.25960508,100.5515105,83.65033808,3.88859328,447828092,88.98933633,7.93,7.93
01/03/2008,66.01989072,89.7835,213.528,10.7346,100.3522,76.0900594,97.25386475,85.23766763,107.0124071,93.54017261,98.46630957,84.32465873,3.61456657,447711242,89.05325087,7.93,7.94
01/04/2008,66.17012666,89.5797,214.823,10.5295,99.59254,85.97136723,100.2676566,92.13026559,101.1115251,99.56236391,104.0945788,84.74074083,3.47955511,445503346,94.71531917,7.94,7.96
