Date,Frontera.norte,Noroeste,Noreste,Centro.norte,Centro.sur,Sur,Mexico,Nacional
01/02/2014,87.4108207995,88.9800452255,85.9011147097,83.6692054648,84.2843723441,85.5060034305,83.2590365863,84.73315704
01/03/2014,87.8482374681,89.133177292,86.1488279778,83.7899712533,84.4879001595,85.7853033592,83.5002566171,84.96529239
01/04/2014,87.0350011306,89.3402626255,85.431844233,83.8544290668,84.3701075044,85.307912992,83.6688906811,84.80677925
01/05/2014,84.649092029,85.4564208355,85.4649239551,84.0500251904,84.6675712347,85.6547610012,83.8705183664,84.53557906
01/06/2014,84.8260859395,85.6587455865,85.6857118679,84.2315443203,84.8025109219,85.9811168961,83.9020456045,84.68207224
01/07/2014,85.0155551917,85.8293331218,85.9580426036,84.4375129657,85.0380962321,86.1253206636,84.1784588313,84.91495883
01/08/2014,85.0420652928,86.0507002023,86.0218941603,84.6664493376,85.483919066,86.5321270815,84.6535669771,85.21996514
01/09/2014,85.0709145205,86.378386956,86.4611620983,85.0398601191,85.8082216291,86.8554471076,85.1624019356,85.59633992
01/10/2014,86.2615299447,86.6735430634,87.4904799637,85.1998933112,86.2040944131,87.9210370528,85.2606496077,86.06962558
01/11/2014,88.5203465026,90.9485460388,87.8358938064,85.434015944,86.5157230829,87.9635392158,85.6045164602,86.76377787
01/12/2014,88.420543769,91.257190463,88.1328420097,85.9015203153,87.1345072838,88.3164589626,86.1800718528,87.18898371
01/01/2015,87.576898786,91.253223311,88.1682296194,85.8867024272,87.1374893763,88.4166426327,86.1588092969,87.11010277
01/02/2015,87.7460956079,91.4492006189,88.3482448515,86.1630560413,87.2701924941,88.4090529607,86.301048464,87.27537713
01/03/2015,89.2400177774,91.6269290277,88.5659555809,86.3919924132,87.5281434983,88.6390200216,86.5371361537,87.63071699
01/04/2015,88.0026198218,91.681675725,87.9297479017,86.4853451086,87.4759568789,87.9612623142,86.6111885036,87.40384038
01/05/2015,85.9667999969,87.549490221,87.8397402857,86.4564502267,87.3738202096,88.0591690827,86.6405161669,86.96736583
01/06/2015,86.3223472355,87.8311580117,87.8458946526,86.6209287852,87.4923583879,88.1191274913,86.7805557592,87.11310776
01/07/2015,86.526630956,88.0065061293,87.945133819,86.8943188217,87.5311255908,88.2003369814,86.8538749175,87.24081976
01/08/2015,86.6435872845,88.1302812711,88.1289955304,87.0825060012,87.7368899757,88.4857086477,87.030574089,87.42487529
01/09/2015,86.8455318784,88.3706906812,88.4320981006,87.485552559,88.0298805672,88.7862596579,87.40156903,87.75241902
01/10/2015,87.6891768614,88.6063395089,89.3844863796,87.6930029932,88.4630295078,89.8154191776,87.5518733045,88.2039185
01/11/2015,89.8341559262,92.6393462134,89.3975644093,87.6848531547,88.5353452518,89.7987218992,87.7014443874,88.68546788
01/12/2015,89.9323992421,92.8123140398,89.6083514759,88.0204783214,89.0393188901,90.16682099,88.1956155143,89.04681772
01/01/2016,90.7698065542,92.928948308,89.8929909454,88.3590670658,89.3263452965,90.5235355728,88.4610308674,89.38638139
01/02/2016,90.9826670721,93.3621613044,90.4353445292,88.7835995614,89.7020889558,90.6821597171,88.8782168781,89.77778112
01/03/2016,90.8493368576,93.5248145356,90.5399687666,89.0051269893,89.8243547497,90.7163132409,89.0769117971,89.9100006
